Wall time,Step,Value
1705316538.147241,100,4.228055000305176
1705316762.0330703,200,3.3172061443328857
1705316986.2960346,300,2.0663764476776123
1705317208.960258,400,1.385805368423462
1705317431.294651,500,1.0483133792877197
1705317654.9585896,600,0.8339235186576843
1705317879.2765727,700,0.7339962720870972
1705318101.6436183,800,0.6537024974822998
1705318496.0943995,900,0.6147502660751343
1705318719.1567647,1000,0.5823510885238647
1705320384.8673189,1100,0.5714506506919861
1705320607.7593186,1200,0.538344144821167
1705320831.9207141,1300,0.5324751734733582
1705321055.7658744,1400,0.517432451248169
1705321279.637902,1500,0.5084941387176514
1705321502.169039,1600,0.4959428310394287
1705321896.2379785,1700,0.4922384023666382
1705322117.280788,1800,0.47731077671051025
1705322339.0467825,1900,0.47577083110809326
1705322562.141369,2000,0.4712540805339813
1705323932.6243525,2100,0.4622898995876312
1705324157.1970084,2200,0.45647361874580383
1705324380.1131082,2300,0.45368820428848267
1705324604.2665925,2400,0.45101112127304077
1705324999.200253,2500,0.45614615082740784
1705325222.5943286,2600,0.44329148530960083
1705325446.7963903,2700,0.43531063199043274
1705325670.2703857,2800,0.43377572298049927
1705325895.5056763,2900,0.42739903926849365
1705326119.6642284,3000,0.42821380496025085
1705328168.0388567,3100,0.4200457036495209
1705328393.9587018,3200,0.42093005776405334
1705328794.3414125,3300,0.4119870662689209
1705329020.4688933,3400,0.4111751616001129
1705329246.0409153,3500,0.4112027883529663
1705329470.764471,3600,0.40639591217041016
1705329698.325513,3700,0.4027038514614105
1705329925.942354,3800,0.40492409467697144
1705330151.7149706,3900,0.4003202021121979
1705330379.1404011,4000,0.3925395905971527
1705332262.6151435,4100,0.39241406321525574
1705332490.9041932,4200,0.39314520359039307
1705332717.3163269,4300,0.38861846923828125
1705332946.3397481,4400,0.38760414719581604
1705333174.1191409,4500,0.38141998648643494
1705333401.0495226,4600,0.38564082980155945
1705333627.8818064,4700,0.3833891749382019
1705333854.3238149,4800,0.3794800639152527
1705334256.370489,4900,0.3760964870452881
1705334482.3646863,5000,0.3750986158847809
1705336174.5801537,5100,0.3698694109916687
1705336403.6294613,5200,0.3762454688549042
1705336633.1310802,5300,0.36684951186180115
1705336861.246858,5400,0.3669946789741516
1705337087.5712082,5500,0.3642500042915344
1705337316.2313595,5600,0.36686745285987854
1705337720.9799838,5700,0.36352187395095825
1705337948.676036,5800,0.3577502369880676
1705338178.0687106,5900,0.3571211099624634
1705338406.8445404,6000,0.34974393248558044
1705340423.3405876,6100,0.35247647762298584
1705340650.4067373,6200,0.34942978620529175
1705340879.384788,6300,0.3515511453151703
1705341107.7473984,6400,0.3477114737033844
1705341513.521419,6500,0.3483567535877228
1705341741.4423857,6600,0.3430977165699005
1705341970.4418297,6700,0.3409057557582855
1705342199.2565286,6800,0.33923888206481934
1705342427.0454822,6900,0.33889687061309814
1705342655.2713795,7000,0.34080246090888977
1705344528.298068,7100,0.33911365270614624
1705344757.9872723,7200,0.33334964513778687
1705345161.8408036,7300,0.33354297280311584
1705345389.2937596,7400,0.33311066031455994
1705345616.45801,7500,0.33533427119255066
1705345844.8806512,7600,0.3347528576850891
1705346074.2530077,7700,0.3330305516719818
1705346303.1588633,7800,0.32626673579216003
1705346532.9524748,7900,0.33006155490875244
1705346760.72948,8000,0.32686442136764526
1705348739.0233474,8100,0.3264518678188324
1705348967.5491607,8200,0.3251550793647766
1705349195.5822392,8300,0.321198046207428
1705349423.7674625,8400,0.3236048221588135
1705349652.8646042,8500,0.3209512233734131
1705349882.6241746,8600,0.3169694244861603
1705350111.2578132,8700,0.31673872470855713
1705350337.8449125,8800,0.3197554349899292
1705350743.2841713,8900,0.3140927851200104
1705350972.0319295,9000,0.316959947347641
1705352798.8314712,9100,0.3151237368583679
1705353026.7776222,9200,0.31810128688812256
1705353254.6431282,9300,0.31608954071998596
1705353483.2968094,9400,0.3111879825592041
1705353712.2091196,9500,0.3094366788864136
1705353942.121139,9600,0.3115731179714203
1705354347.8427527,9700,0.3115151822566986
1705354575.846673,9800,0.3091001510620117
1705354804.5130868,9900,0.3105112910270691
1705355034.7399452,10000,0.305555522441864
1705356713.8440044,10100,0.30645495653152466
1705356942.1385825,10200,0.30508604645729065
1705357169.986287,10300,0.3026096224784851
1705357400.9185643,10400,0.29968714714050293
1705357808.7140362,10500,0.3016279339790344
1705358037.7817664,10600,0.30265888571739197
1705358266.6045613,10700,0.30193549394607544
1705358495.931511,10800,0.3016570210456848
1705358723.7679179,10900,0.2977208197116852
1705358952.562622,11000,0.29702919721603394
1705360687.588097,11100,0.2971917390823364
1705360917.9388525,11200,0.29535970091819763
1705361326.4107935,11300,0.1434168815612793
1705361554.2248302,11400,0.2934374511241913
1705361781.613879,11500,0.2965625524520874
1705362009.5628226,11600,0.29244422912597656
1705362236.794631,11700,0.29298001527786255
1705362465.4099956,11800,0.2914513051509857
1705362694.3069115,11900,0.28817519545555115
1705362922.370037,12000,0.2886059880256653
1705363326.5675533,12100,0.28649091720581055
1705363553.6697922,12200,0.28990593552589417
1705365454.45906,12300,0.2874431312084198
1705365682.6542392,12400,0.28804680705070496
1705365909.7396398,12500,0.28625187277793884
1705366136.8377001,12600,0.28525692224502563
1705366364.9064877,12700,0.28827348351478577
1705366592.1687038,12800,0.2844374179840088
1705366995.3052588,12900,0.28666579723358154
1705367223.3806498,13000,0.2867260277271271
1705367452.002304,13100,0.27946391701698303
1705367678.467614,13200,0.2815263867378235
1705369412.7614279,13300,0.2808383107185364
1705369640.3816898,13400,0.2853596806526184
1705369868.2701166,13500,0.28220856189727783
1705370095.0974855,13600,0.28115442395210266
1705370498.1335845,13700,0.28103935718536377
1705370726.6031916,13800,0.2811237871646881
1705370955.2958136,13900,0.2768291234970093
1705371182.480807,14000,0.27802807092666626
1705371410.786886,14100,0.2769937515258789
1705371639.0455616,14200,0.2751503884792328
1705373494.2327065,14300,0.274662047624588
1705373721.8986187,14400,0.2758149206638336
1705374124.5103855,14500,0.27950045466423035
1705374353.2629921,14600,0.2765409052371979
1705374580.380036,14700,0.27780598402023315
1705374809.3429372,14800,0.2748388350009918
1705375037.8421214,14900,0.2777171730995178
1705375264.6916041,15000,0.2687216103076935
1705375492.9423275,15100,0.27318814396858215
1705375719.7608223,15200,0.2743915319442749
1705377696.3668795,15300,0.2743509113788605
1705377924.2368405,15400,0.27391254901885986
1705378153.7039442,15500,0.2703544497489929
1705378380.9604487,15600,0.27215901017189026
1705378609.4440176,15700,0.26886215806007385
1705378836.8089762,15800,0.26830485463142395
1705379063.7189956,15900,0.27179473638534546
1705379291.121857,16000,0.27103087306022644
1705379693.8201854,16100,0.26871246099472046
1705379920.9693272,16200,0.26778706908226013
1705381758.796807,16300,0.2701696455478668
1705381987.6974363,16400,0.26848307251930237
1705382216.4881084,16500,0.26584920287132263
1705382445.4184291,16600,0.26511192321777344
1705382673.4751983,16700,0.26790651679039
1705382902.4157693,16800,0.26824671030044556
1705383307.2279391,16900,0.26403313875198364
1705383535.50037,17000,0.27061471343040466
1705383763.1414669,17100,0.2656921148300171
1705383991.5206642,17200,0.2641076445579529
1705385783.1287324,17300,0.26357346773147583
1705386010.4182062,17400,0.2639063000679016
1705386238.4624422,17500,0.2600301504135132
1705386466.0111978,17600,0.2593649923801422
1705386869.0904062,17700,0.2611839771270752
1705387097.1271768,17800,0.2606765627861023
1705387325.0247424,17900,0.26245689392089844
1705387553.0445604,18000,0.2608339488506317
1705387779.4480686,18100,0.26104065775871277
1705388007.2463565,18200,0.2572104334831238
1705389772.6120517,18300,0.26219141483306885
1705390000.3709576,18400,0.26222074031829834
1705390402.9547193,18500,0.2628468871116638
1705390630.4919937,18600,0.258990615606308
1705390858.8142729,18700,0.25927162170410156
1705391086.200173,18800,0.25767868757247925
1705391312.8105128,18900,0.2591559886932373
1705391540.777035,19000,0.25765472650527954
1705391767.853815,19100,0.2564503252506256
1705391995.8723428,19200,0.2537495791912079
1705393981.1327202,19300,0.25399544835090637
1705394208.5874362,19400,0.25738057494163513
1705394435.7422156,19500,0.25720736384391785
1705394664.9200497,19600,0.25655993819236755
1705394892.843397,19700,0.25893113017082214
1705395120.4784894,19800,0.25490498542785645
1705395348.4660203,19900,0.2532638907432556
1705395575.2056534,20000,0.2545726001262665
1705395978.2134762,20100,0.2508455514907837
1705396204.2029703,20200,0.25375694036483765
1705397986.4259977,20300,0.25408047437667847
1705398217.264595,20400,0.2559376060962677
1705398446.3866074,20500,0.25299176573753357
1705398673.5618238,20600,0.2516646981239319
1705398902.0120807,20700,0.25612151622772217
1705399129.9355164,20800,0.2555181682109833
1705399535.0581918,20900,0.2530892789363861
1705399762.24938,21000,0.2535843551158905
1705399989.4924936,21100,0.25169485807418823
1705400216.5058553,21200,0.2486923635005951
1705402009.0496225,21300,0.2486291527748108
1705402237.8224986,21400,0.2524515688419342
1705402465.5663738,21500,0.2510335147380829
1705402694.517442,21600,0.25253304839134216
1705403099.5602436,21700,0.24940750002861023
1705403328.438509,21800,0.25193095207214355
1705403556.7521927,21900,0.2483695149421692
1705403785.6493483,22000,0.2491970658302307
1705404013.4469342,22100,0.24859380722045898
1705404240.5423462,22200,0.2461528182029724
1705406035.3370893,22300,0.24841077625751495
1705406264.6997344,22400,0.2515031695365906
1705406669.6607275,22500,0.2487444430589676
1705406897.2537482,22600,0.2382698953151703
1705407124.6547003,22700,0.2462022751569748
1705407353.404864,22800,0.2485407441854477
1705407580.7731354,22900,0.24257303774356842
1705407808.1609495,23000,0.24418136477470398
1705408036.7812772,23100,0.24461108446121216
1705408264.5632682,23200,0.2450801432132721
1705408493.493102,23300,0.2444874793291092
1705408896.4989002,23400,0.24526569247245789
1705409124.1162224,23500,0.2410307377576828
1705410916.1674764,23600,0.24305276572704315
1705411143.0453527,23700,0.24468830227851868
1705411371.460621,23800,0.24593164026737213
1705411600.7946336,23900,0.24428966641426086
1705411829.2863388,24000,0.24326667189598083
1705412057.9381201,24100,0.24219655990600586
1705412462.5800965,24200,0.2421862930059433
1705412690.254605,24300,0.2399262636899948
1705412917.7066326,24400,0.24474799633026123
