Wall time,Step,Value
1705151151.0807738,100,2.918044090270996
1705151439.0485594,200,1.63706374168396
1705151725.165166,300,0.8169782757759094
1705152011.7920809,400,0.6058802604675293
1705152297.4832034,500,0.5099297165870667
1705152583.3873901,600,0.45236343145370483
1705152869.7212536,700,0.43007564544677734
1705153155.8506284,800,0.4155845642089844
1705153647.4837434,900,0.4029478430747986
1705153934.1147861,1000,0.38974273204803467
1705155665.739907,1100,0.38316962122917175
1705155951.3764558,1200,0.3725247085094452
1705156233.8960736,1300,0.37020835280418396
1705156519.2475264,1400,0.3603043854236603
1705156804.944748,1500,0.35810840129852295
1705157091.3933332,1600,0.3485216796398163
1705157580.2095847,1700,0.34565743803977966
1705157865.5368118,1800,0.3428753912448883
1705158148.9164648,1900,0.33573639392852783
1705158433.1584785,2000,0.3343086242675781
1705160330.1387486,2100,0.3280222415924072
1705160618.1475399,2200,0.3237960934638977
1705160906.1790345,2300,0.3189693093299866
1705161193.297168,2400,0.3161609172821045
1705161683.971256,2500,0.3128754198551178
1705161970.3877845,2600,0.31345024704933167
1705162255.7010763,2700,0.31024786829948425
1705162543.6094413,2800,0.3041380047798157
1705162831.507029,2900,0.3054599463939667
1705163118.8229694,3000,0.30001553893089294
1705165259.3818417,3100,0.2969127595424652
1705165548.023304,3200,0.2937367558479309
1705166043.782241,3300,0.294621080160141
1705166334.0449886,3400,0.29067400097846985
1705166621.6237175,3500,0.28688952326774597
1705166909.4020102,3600,0.2869791090488434
1705167197.5469553,3700,0.2840419113636017
1705167485.931316,3800,0.27905312180519104
1705167772.3583465,3900,0.2827264964580536
1705168059.7868745,4000,0.2733437418937683
1705170503.8439872,4100,0.2727532386779785
1705170793.2186549,4200,0.27644166350364685
1705171080.831898,4300,0.27184486389160156
1705171368.455026,4400,0.26931965351104736
1705171656.6963801,4500,0.2665131986141205
1705171944.5325456,4600,0.2689587473869324
1705172231.5850613,4700,0.2624019980430603
1705172518.5898626,4800,0.262006551027298
1705173012.8117547,4900,0.2632408142089844
1705173299.4277937,5000,0.25997135043144226
1705175615.4476004,5100,0.25860291719436646
1705175904.8855844,5200,0.255503386259079
1705176193.273343,5300,0.2559398114681244
1705176479.3939478,5400,0.25620320439338684
1705176766.5108066,5500,0.2556931972503662
1705177054.0312688,5600,0.25197213888168335
1705177549.5090356,5700,0.2515258193016052
1705177837.416898,5800,0.24986840784549713
1705178125.291621,5900,0.25088879466056824
1705178410.9301422,6000,0.2482181042432785
1705180608.1084974,6100,0.24542881548404694
1705180897.663831,6200,0.24624305963516235
1705181188.1933563,6300,0.24803964793682098
1705181476.0952969,6400,0.2472934126853943
1705181972.9019196,6500,0.24102960526943207
1705182261.4989593,6600,0.2438092678785324
1705182549.6542387,6700,0.24016891419887543
1705182839.728941,6800,0.23893839120864868
1705183129.290431,6900,0.2395983636379242
1705183416.7249146,7000,0.24161721765995026
1705185746.7708626,7100,0.2383759468793869
1705186039.0823724,7200,0.24092179536819458
1705186537.4103978,7300,0.23711448907852173
1705186825.3327644,7400,0.23900428414344788
1705187114.3731205,7500,0.23615959286689758
1705187403.271261,7600,0.2351774275302887
1705187690.6642377,7700,0.23396934568881989
1705187981.461321,7800,0.23235109448432922
1705188271.2635355,7900,0.23101665079593658
1705188558.8691387,8000,0.2306457906961441
1705191005.3180413,8100,0.22966207563877106
1705191293.0024807,8200,0.23274515569210052
1705191581.5061178,8300,0.22852447628974915
1705191870.416668,8400,0.23546764254570007
1705192160.7029355,8500,0.2310480922460556
1705192451.162441,8600,0.22654737532138824
1705192738.7452412,8700,0.22974789142608643
1705193027.0254676,8800,0.22932963073253632
1705193525.8358607,8900,0.22703410685062408
1705193816.490872,9000,0.22757333517074585
1705196063.84465,9100,0.22531484067440033
1705196352.3719063,9200,0.2244102656841278
1705196640.420775,9300,0.22261928021907806
1705196930.2637591,9400,0.22432756423950195
1705197220.3990538,9500,0.2232619822025299
1705197507.6910949,9600,0.22125494480133057
1705198006.7828414,9700,0.22199799120426178
1705198296.3519778,9800,0.22185379266738892
1705198585.6856048,9900,0.2225225418806076
1705198873.7445643,10000,0.2195909470319748
1705201018.9283514,10100,0.22293736040592194
1705201308.947132,10200,0.219539076089859
1705201598.8661885,10300,0.2177603393793106
1705201887.0587702,10400,0.2174961119890213
1705202384.801501,10500,0.21790164709091187
1705202674.841765,10600,0.2183351367712021
1705202963.7982962,10700,0.21638235449790955
1705203252.4671388,10800,0.21631109714508057
1705203544.4348922,10900,0.21513968706130981
1705203835.3178654,11000,0.2156810760498047
1705206056.3188016,11100,0.21484363079071045
1705206347.5156877,11200,0.21565252542495728
1705206851.0196846,11300,0.10459813475608826
1705207140.0519283,11400,0.210699200630188
1705207428.8690062,11500,0.20932762324810028
1705207720.4182832,11600,0.210262730717659
1705208010.5184002,11700,0.20945146679878235
1705208300.7669954,11800,0.20868895947933197
1705208589.997264,11900,0.2078848034143448
1705208881.2938492,12000,0.20979614555835724
1705209378.519218,12100,0.20900896191596985
1705209668.3488529,12200,0.20897263288497925
1705211811.973129,12300,0.2072714865207672
1705212099.070045,12400,0.21076923608779907
1705212388.8283036,12500,0.20896530151367188
1705212676.1431425,12600,0.20958486199378967
1705212963.5701377,12700,0.21019719541072845
1705213250.9765441,12800,0.20667050778865814
1705213749.193856,12900,0.20948027074337006
1705214037.7426088,13000,0.20389622449874878
1705214325.9865532,13100,0.20691995322704315
1705214612.7644894,13200,0.2070668786764145
1705216792.8878431,13300,0.20450359582901
1705217082.2855213,13400,0.20629410445690155
1705217370.8832347,13500,0.20504772663116455
1705217659.3425584,13600,0.20534755289554596
1705218156.9556258,13700,0.2051810473203659
1705218446.1393967,13800,0.2027449756860733
1705218733.915652,13900,0.2053733617067337
1705219022.3786328,14000,0.2056937962770462
1705219312.1388829,14100,0.2025030553340912
1705219600.3758337,14200,0.20497773587703705
1705221865.2901292,14300,0.2031276673078537
1705222153.6678867,14400,0.20317579805850983
1705222650.3863018,14500,0.2004762589931488
1705222941.052247,14600,0.20231056213378906
1705223230.2304692,14700,0.20001165568828583
1705223521.5638373,14800,0.20112158358097076
1705223810.1707807,14900,0.20107930898666382
1705224100.7507675,15000,0.20415574312210083
1705224390.9265883,15100,0.1987656205892563
1705224679.2594457,15200,0.2005423605442047
1705227139.3074527,15300,0.20046000182628632
1705227428.259057,15400,0.19946174323558807
1705227717.1425574,15500,0.19820623099803925
1705228008.9835496,15600,0.200847327709198
1705228298.3421385,15700,0.19854360818862915
1705228590.3879027,15800,0.20159652829170227
1705228881.6334274,15900,0.19690977036952972
1705229173.3157403,16000,0.19970135390758514
1705229671.0718555,16100,0.20047031342983246
1705229960.6664767,16200,0.19919687509536743
1705232189.8058028,16300,0.19623294472694397
1705232479.4078515,16400,0.19952379167079926
1705232768.8537498,16500,0.19711540639400482
1705233059.914251,16600,0.19705450534820557
1705233350.1693342,16700,0.19810377061367035
1705233640.4161625,16800,0.19602106511592865
1705234138.59498,16900,0.19724875688552856
